model_slug,k,epsilon,metaphor_id,metaphor_type,selected_round,n_rounds_run,pullback_score,mean_judge_score,extracted_target,extracted_source,judge_metaphor_consistency,judge_analogy_appropriateness,judge_conceptual_integration,judge_model_gemini-3.5-flash,judge_model_claude-opus-4-8,judge_model_llama-4-maverick,metaphor_consistency__gemini-3.5-flash,metaphor_consistency__claude-opus-4-8,metaphor_consistency__llama-4-maverick,analogy_appropriateness__gemini-3.5-flash,analogy_appropriateness__claude-opus-4-8,analogy_appropriateness__llama-4-maverick,conceptual_integration__gemini-3.5-flash,conceptual_integration__claude-opus-4-8,conceptual_integration__llama-4-maverick
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,005,Attributal/visual,4,4,2.373,8.778,apple cider,apple,8.000,9.000,9.333,8.667,9.000,8.667,7.000,9.000,8.000,9.000,9.000,9.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,006,Abstract,1,5,4.551,9.000,mcdonald's,archaeological adventure,9.333,8.500,9.000,10.000,8.333,9.000,10.000,9.000,9.000,N/A,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,022,Abstract,2,5,5.812,8.333,life journey,glowing path,8.000,8.333,8.667,8.667,7.667,8.667,7.000,9.000,8.000,9.000,7.000,9.000,10.000,7.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,023,Abstract,5,5,3.775,8.722,opportunity,unlocking gates,8.333,9.167,8.667,8.500,8.667,9.000,7.000,9.000,9.000,9.500,9.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,024,Abstract,1,3,3.379,8.611,travel,key,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,040,Abstract,3,5,2.956,8.389,social media addiction,explosion,8.000,8.833,8.333,8.500,8.333,8.333,7.000,9.000,8.000,9.500,8.000,9.000,9.000,8.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,041,Concrete,5,5,3.962,8.611,ego,feeding,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,042,Concrete,1,2,1.063,8.611,ocean pollution,ashtray,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,043,Concrete,3,5,3.691,8.611,headache,football helmet,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,126,Abstract,1,2,2.562,8.500,spicy food,dance,8.000,8.000,9.333,8.500,8.667,8.333,7.000,9.000,8.000,N/A,8.000,8.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,127,Concrete,1,2,1.636,8.667,romantic relationship,stone pyramid,8.333,8.667,9.000,8.667,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,128,Concrete,4,5,3.611,8.667,crisis,ticking time bomb,8.667,8.667,8.667,8.333,8.333,9.333,7.000,9.000,10.000,9.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,166,Concrete,2,5,5.623,8.778,difficulty waking up,fortress siege,8.333,9.000,9.000,9.000,8.333,9.000,7.000,9.000,9.000,10.000,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,167,Concrete,2,5,5.009,8.889,global oppression,prison,8.667,9.333,8.667,8.667,9.000,9.000,7.000,10.000,9.000,10.000,9.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,168,Concrete,4,4,2.783,7.938,mentorship,plant cultivation,7.667,8.500,7.500,8.250,7.333,8.333,7.000,8.000,8.000,9.500,7.000,9.000,N/A,7.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,182,Abstract,5,5,3.649,8.667,singing,blooming rose,8.333,8.667,9.000,8.333,8.667,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,183,Concrete,2,4,3.756,9.000,emotional incompleteness,incomplete puzzle,8.667,9.333,9.000,8.500,9.333,9.000,7.000,10.000,9.000,10.000,9.000,9.000,N/A,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,184,Abstract,2,5,4.410,8.722,perseverance,mountain trail running,8.000,8.833,9.333,8.833,8.000,9.333,7.000,8.000,9.000,9.500,8.000,9.000,10.000,8.000,10.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,185,Abstract,1,5,4.202,8.500,unity despite differences,medieval alliance,8.000,8.500,9.000,8.500,8.333,8.667,7.000,9.000,8.000,N/A,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,196,Concrete,3,5,5.905,8.556,life journey,river crossing,8.000,9.000,8.667,8.667,8.000,9.000,7.000,8.000,9.000,10.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,197,Abstract,2,5,3.907,7.625,overcoming obstacles,warrior with sword,6.000,8.000,8.333,9.500,6.333,7.667,N/A,5.000,7.000,9.000,7.000,8.000,10.000,7.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.1,243,Concrete,5,5,3.421,8.556,romantic love,guiding star,8.333,8.667,8.667,8.333,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,001,Concrete,1,2,5.007,8.500,car pollution,industrial factory,8.000,9.000,8.500,8.333,N/A,8.667,7.000,N/A,9.000,9.000,N/A,9.000,9.000,N/A,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,002,Attributal/visual,2,4,1.995,8.222,drunk driving,car crash,8.000,8.333,8.333,8.333,7.333,9.000,7.000,8.000,9.000,9.000,7.000,9.000,9.000,7.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,004,Attributal/visual,1,3,1.282,8.625,air conditioning,extreme temperature contrast,8.667,8.500,8.667,8.000,8.667,9.000,7.000,10.000,9.000,N/A,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,005,Attributal/visual,4,4,2.373,8.778,apple cider,apple,8.000,9.000,9.333,8.667,9.000,8.667,7.000,9.000,8.000,9.000,9.000,9.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,006,Abstract,1,5,4.551,9.000,mcdonald's,archaeological adventure,9.333,8.500,9.000,10.000,8.333,9.000,10.000,9.000,9.000,N/A,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,022,Abstract,2,5,5.812,8.333,life journey,glowing path,8.000,8.333,8.667,8.667,7.667,8.667,7.000,9.000,8.000,9.000,7.000,9.000,10.000,7.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,023,Abstract,5,5,3.775,8.722,opportunity,unlocking gates,8.333,9.167,8.667,8.500,8.667,9.000,7.000,9.000,9.000,9.500,9.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,024,Abstract,1,3,3.379,8.611,travel,key,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,040,Abstract,3,5,2.956,8.389,social media addiction,explosion,8.000,8.833,8.333,8.500,8.333,8.333,7.000,9.000,8.000,9.500,8.000,9.000,9.000,8.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,041,Concrete,5,5,3.962,8.611,ego,feeding,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,042,Concrete,1,2,1.063,8.611,ocean pollution,ashtray,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,043,Concrete,3,5,3.691,8.611,headache,football helmet,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,126,Abstract,1,2,2.562,8.500,spicy food,dance,8.000,8.000,9.333,8.500,8.667,8.333,7.000,9.000,8.000,N/A,8.000,8.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,127,Concrete,1,2,1.636,8.667,romantic relationship,stone pyramid,8.333,8.667,9.000,8.667,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,128,Concrete,1,2,1.760,7.444,passage of time,flowing water,7.000,7.667,7.667,7.667,5.667,9.000,6.000,6.000,9.000,8.000,6.000,9.000,9.000,5.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,166,Concrete,2,5,5.623,8.778,difficulty waking up,fortress siege,8.333,9.000,9.000,9.000,8.333,9.000,7.000,9.000,9.000,10.000,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,167,Concrete,2,5,5.009,8.889,global oppression,prison,8.667,9.333,8.667,8.667,9.000,9.000,7.000,10.000,9.000,10.000,9.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,168,Concrete,4,4,2.783,7.938,mentorship,plant cultivation,7.667,8.500,7.500,8.250,7.333,8.333,7.000,8.000,8.000,9.500,7.000,9.000,N/A,7.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,182,Abstract,5,5,3.649,8.667,singing,blooming rose,8.333,8.667,9.000,8.333,8.667,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,183,Concrete,2,4,3.756,9.000,emotional incompleteness,incomplete puzzle,8.667,9.333,9.000,8.500,9.333,9.000,7.000,10.000,9.000,10.000,9.000,9.000,N/A,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,184,Abstract,2,5,4.410,8.722,perseverance,mountain trail running,8.000,8.833,9.333,8.833,8.000,9.333,7.000,8.000,9.000,9.500,8.000,9.000,10.000,8.000,10.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,185,Abstract,1,5,4.202,8.500,unity despite differences,medieval alliance,8.000,8.500,9.000,8.500,8.333,8.667,7.000,9.000,8.000,N/A,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,196,Concrete,3,5,5.905,8.556,life journey,river crossing,8.000,9.000,8.667,8.667,8.000,9.000,7.000,8.000,9.000,10.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,197,Abstract,2,5,3.907,7.625,overcoming obstacles,warrior with sword,6.000,8.000,8.333,9.500,6.333,7.667,N/A,5.000,7.000,9.000,7.000,8.000,10.000,7.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,5,0.2,243,Concrete,5,5,3.421,8.556,romantic love,guiding star,8.333,8.667,8.667,8.333,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,001,Concrete,1,2,5.007,8.500,car pollution,industrial factory,8.000,9.000,8.500,8.333,N/A,8.667,7.000,N/A,9.000,9.000,N/A,9.000,9.000,N/A,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,002,Attributal/visual,5,10,2.313,7.778,drunk driving,car crash,6.667,8.333,8.333,8.333,6.000,9.000,7.000,4.000,9.000,9.000,7.000,9.000,9.000,7.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,004,Attributal/visual,1,3,1.282,8.625,air conditioning,extreme temperature contrast,8.667,8.500,8.667,8.000,8.667,9.000,7.000,10.000,9.000,N/A,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,005,Attributal/visual,4,4,2.373,8.778,apple cider,apple,8.000,9.000,9.333,8.667,9.000,8.667,7.000,9.000,8.000,9.000,9.000,9.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,006,Abstract,1,10,4.551,9.000,mcdonald's,archaeological adventure,9.333,8.500,9.000,10.000,8.333,9.000,10.000,9.000,9.000,N/A,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,022,Abstract,2,10,5.812,8.333,life journey,glowing path,8.000,8.333,8.667,8.667,7.667,8.667,7.000,9.000,8.000,9.000,7.000,9.000,10.000,7.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,023,Abstract,5,5,3.775,8.722,opportunity,unlocking gates,8.333,9.167,8.667,8.500,8.667,9.000,7.000,9.000,9.000,9.500,9.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,024,Abstract,1,8,3.379,8.611,travel,key,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,040,Abstract,7,10,4.637,8.722,social media illusion,desert mirage,8.667,9.167,8.333,8.500,9.000,8.667,7.000,10.000,9.000,9.500,9.000,9.000,9.000,8.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,041,Concrete,5,10,3.962,8.611,ego,feeding,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,042,Concrete,1,2,1.063,8.611,ocean pollution,ashtray,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,043,Concrete,8,10,4.322,8.444,headache relief,protective helmet,8.000,9.000,8.333,8.667,8.333,8.333,7.000,9.000,8.000,10.000,8.000,9.000,9.000,8.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,126,Abstract,1,2,2.562,8.500,spicy food,dance,8.000,8.000,9.333,8.500,8.667,8.333,7.000,9.000,8.000,N/A,8.000,8.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,127,Concrete,6,10,3.432,7.889,relationship resilience,crumbling foundation,7.333,8.000,8.333,7.667,8.000,8.000,6.000,8.000,8.000,8.000,8.000,8.000,9.000,8.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,128,Concrete,4,6,3.611,8.667,crisis,ticking time bomb,8.667,8.667,8.667,8.333,8.333,9.333,7.000,9.000,10.000,9.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,166,Concrete,6,10,6.932,8.444,waking up struggle,combat,7.667,8.667,9.000,8.667,8.000,8.667,7.000,8.000,8.000,9.000,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,167,Concrete,7,10,6.017,8.556,global oppression,imprisonment,8.333,8.667,8.667,8.333,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,168,Concrete,8,8,3.514,8.611,inner growth,rooted flowering plant,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,182,Abstract,5,10,3.649,8.667,singing,blooming rose,8.333,8.667,9.000,8.333,8.667,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,183,Concrete,2,4,3.756,9.000,emotional incompleteness,incomplete puzzle,8.667,9.333,9.000,8.500,9.333,9.000,7.000,10.000,9.000,10.000,9.000,9.000,N/A,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,184,Abstract,7,10,6.536,8.778,pursuit of goals,marathon race,8.333,9.333,8.667,8.667,8.667,9.000,7.000,9.000,9.000,10.000,9.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,185,Abstract,10,10,4.387,8.667,romantic love,medieval battle,8.333,8.667,9.000,8.667,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,196,Concrete,8,10,6.139,7.833,life journey,wilderness trek,7.000,8.333,8.167,8.500,6.333,8.667,7.000,6.000,8.000,9.000,7.000,9.000,9.500,6.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,197,Abstract,10,10,6.068,8.611,censorship,blade through mouth,8.000,8.833,9.000,8.500,9.000,8.333,7.000,9.000,8.000,9.500,9.000,8.000,9.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.05,243,Concrete,5,10,3.421,8.556,romantic love,guiding star,8.333,8.667,8.667,8.333,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,001,Concrete,1,2,5.007,8.500,car pollution,industrial factory,8.000,9.000,8.500,8.333,N/A,8.667,7.000,N/A,9.000,9.000,N/A,9.000,9.000,N/A,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,002,Attributal/visual,2,4,1.995,8.222,drunk driving,car crash,8.000,8.333,8.333,8.333,7.333,9.000,7.000,8.000,9.000,9.000,7.000,9.000,9.000,7.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,004,Attributal/visual,1,3,1.282,8.625,air conditioning,extreme temperature contrast,8.667,8.500,8.667,8.000,8.667,9.000,7.000,10.000,9.000,N/A,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,005,Attributal/visual,4,4,2.373,8.778,apple cider,apple,8.000,9.000,9.333,8.667,9.000,8.667,7.000,9.000,8.000,9.000,9.000,9.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,006,Abstract,1,10,4.551,9.000,mcdonald's,archaeological adventure,9.333,8.500,9.000,10.000,8.333,9.000,10.000,9.000,9.000,N/A,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,022,Abstract,2,10,5.812,8.333,life journey,glowing path,8.000,8.333,8.667,8.667,7.667,8.667,7.000,9.000,8.000,9.000,7.000,9.000,10.000,7.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,023,Abstract,5,5,3.775,8.722,opportunity,unlocking gates,8.333,9.167,8.667,8.500,8.667,9.000,7.000,9.000,9.000,9.500,9.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,024,Abstract,1,3,3.379,8.611,travel,key,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,040,Abstract,7,10,4.637,8.722,social media illusion,desert mirage,8.667,9.167,8.333,8.500,9.000,8.667,7.000,10.000,9.000,9.500,9.000,9.000,9.000,8.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,041,Concrete,5,10,3.962,8.611,ego,feeding,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,042,Concrete,1,2,1.063,8.611,ocean pollution,ashtray,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,043,Concrete,8,10,4.322,8.444,headache relief,protective helmet,8.000,9.000,8.333,8.667,8.333,8.333,7.000,9.000,8.000,10.000,8.000,9.000,9.000,8.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,126,Abstract,1,2,2.562,8.500,spicy food,dance,8.000,8.000,9.333,8.500,8.667,8.333,7.000,9.000,8.000,N/A,8.000,8.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,127,Concrete,1,2,1.636,8.667,romantic relationship,stone pyramid,8.333,8.667,9.000,8.667,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,128,Concrete,4,6,3.611,8.667,crisis,ticking time bomb,8.667,8.667,8.667,8.333,8.333,9.333,7.000,9.000,10.000,9.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,166,Concrete,6,10,6.932,8.444,waking up struggle,combat,7.667,8.667,9.000,8.667,8.000,8.667,7.000,8.000,8.000,9.000,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,167,Concrete,7,10,6.017,8.556,global oppression,imprisonment,8.333,8.667,8.667,8.333,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,168,Concrete,4,4,2.783,7.938,mentorship,plant cultivation,7.667,8.500,7.500,8.250,7.333,8.333,7.000,8.000,8.000,9.500,7.000,9.000,N/A,7.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,182,Abstract,5,10,3.649,8.667,singing,blooming rose,8.333,8.667,9.000,8.333,8.667,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,183,Concrete,2,4,3.756,9.000,emotional incompleteness,incomplete puzzle,8.667,9.333,9.000,8.500,9.333,9.000,7.000,10.000,9.000,10.000,9.000,9.000,N/A,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,184,Abstract,7,10,6.536,8.778,pursuit of goals,marathon race,8.333,9.333,8.667,8.667,8.667,9.000,7.000,9.000,9.000,10.000,9.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,185,Abstract,1,5,4.202,8.500,unity despite differences,medieval alliance,8.000,8.500,9.000,8.500,8.333,8.667,7.000,9.000,8.000,N/A,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,196,Concrete,8,10,6.139,7.833,life journey,wilderness trek,7.000,8.333,8.167,8.500,6.333,8.667,7.000,6.000,8.000,9.000,7.000,9.000,9.500,6.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,197,Abstract,10,10,6.068,8.611,censorship,blade through mouth,8.000,8.833,9.000,8.500,9.000,8.333,7.000,9.000,8.000,9.500,9.000,8.000,9.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.1,243,Concrete,5,6,3.421,8.556,romantic love,guiding star,8.333,8.667,8.667,8.333,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,001,Concrete,1,2,5.007,8.500,car pollution,industrial factory,8.000,9.000,8.500,8.333,N/A,8.667,7.000,N/A,9.000,9.000,N/A,9.000,9.000,N/A,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,002,Attributal/visual,2,4,1.995,8.222,drunk driving,car crash,8.000,8.333,8.333,8.333,7.333,9.000,7.000,8.000,9.000,9.000,7.000,9.000,9.000,7.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,004,Attributal/visual,1,3,1.282,8.625,air conditioning,extreme temperature contrast,8.667,8.500,8.667,8.000,8.667,9.000,7.000,10.000,9.000,N/A,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,005,Attributal/visual,4,4,2.373,8.778,apple cider,apple,8.000,9.000,9.333,8.667,9.000,8.667,7.000,9.000,8.000,9.000,9.000,9.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,006,Abstract,1,10,4.551,9.000,mcdonald's,archaeological adventure,9.333,8.500,9.000,10.000,8.333,9.000,10.000,9.000,9.000,N/A,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,022,Abstract,2,7,5.812,8.333,life journey,glowing path,8.000,8.333,8.667,8.667,7.667,8.667,7.000,9.000,8.000,9.000,7.000,9.000,10.000,7.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,023,Abstract,5,5,3.775,8.722,opportunity,unlocking gates,8.333,9.167,8.667,8.500,8.667,9.000,7.000,9.000,9.000,9.500,9.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,024,Abstract,1,3,3.379,8.611,travel,key,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,040,Abstract,7,10,4.637,8.722,social media illusion,desert mirage,8.667,9.167,8.333,8.500,9.000,8.667,7.000,10.000,9.000,9.500,9.000,9.000,9.000,8.000,8.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,041,Concrete,5,7,3.962,8.611,ego,feeding,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,042,Concrete,1,2,1.063,8.611,ocean pollution,ashtray,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,043,Concrete,3,5,3.691,8.611,headache,football helmet,8.333,8.833,8.667,8.500,8.333,9.000,7.000,9.000,9.000,9.500,8.000,9.000,9.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,126,Abstract,1,2,2.562,8.500,spicy food,dance,8.000,8.000,9.333,8.500,8.667,8.333,7.000,9.000,8.000,N/A,8.000,8.000,10.000,9.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,127,Concrete,1,2,1.636,8.667,romantic relationship,stone pyramid,8.333,8.667,9.000,8.667,8.333,9.000,7.000,9.000,9.000,9.000,8.000,9.000,10.000,8.000,9.000
bedrock_eu_anthropic_claude-sonnet-4-6,10,0.2,128,Concrete,1,2,1.760,7.444,passage of time,flowing water,7.000,7.667,7.667,7.667,5.667,9.000,6.000,6.000,9.000,8.000,6.000,9.000,9.000,5.000,9.000
